timestamp,download,upload,ping,server_lat,server_lon,server_name,server_country,server_sponsor,server_id,server_latency,share_url,client_lat,client_lon,servingcell,is_tdd,LTE_MCC,LTE_MNC,LTE_cellID,LTE_PCID,LTE_ARFCN,freq_band_ind,UL_bandwidth,DL_bandwidth,LTE_TAC,LTE_RSRP,LTE_RSRQ,LTE_RSSI,LTE_SINR,LTE_CQI,LTE_tx_power,srxlev,5G cell,5G_MCC,5G_MNC,5G_PCID,5G_RSRP,5G_SINR,5G_RSRQ,5G_ARFCN,5G_band,,
2025-03-03T15:02:15.947649Z,288230066.39962673,120692554.04793707,24.585,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,24.585,http://www.speedtest.net/result/17446411043.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-13,-31,10,13,-70,-,"+QENG: ""NR5G-NSA""",242,02,376,-88,28,-11,647424,78,12,1
2025-03-03T15:07:41.639416Z,258401215.62841183,124860960.78506829,22.412,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,22.412,http://www.speedtest.net/result/17446432117.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-11,-35,11,6,-70,-,"+QENG: ""NR5G-NSA""",242,02,376,-91,27,-11,647424,78,12,1
2025-03-03T15:13:08.564555Z,318214519.79682136,127610634.87032226,22.922,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,22.922,http://www.speedtest.net/result/17446453923.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-65,-13,-33,10,9,-260,-,"+QENG: ""NR5G-NSA""",242,02,376,-89,28,-11,647424,78,12,1
2025-03-03T15:18:34.618585Z,406567140.60256076,131139083.09943978,21.562,59.9494,10.7564,Oslo,Norway,Telenor Norge AS,12919,21.562,http://www.speedtest.net/result/17446474741.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-11,-34,9,6,-300,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,27,-11,647424,78,12,1
2025-03-03T15:23:58.366087Z,264513628.48587468,132721265.83379783,24.256,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,24.256,http://www.speedtest.net/result/17446495879.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-11,-36,11,10,-310,-,"+QENG: ""NR5G-NSA""",242,02,376,-89,28,-11,647424,78,12,1
2025-03-03T15:29:23.387889Z,302858057.889273,124722762.63860738,22.6,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,22.6,http://www.speedtest.net/result/17446516463.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-12,-36,17,8,-40,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,27,-11,647424,78,12,1
2025-03-03T15:34:49.572805Z,304387398.8733373,121114965.73490414,21.583,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,21.583,http://www.speedtest.net/result/17446536996.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-11,-34,10,9,-280,-,"+QENG: ""NR5G-NSA""",242,02,376,-92,27,-11,647424,78,12,1
2025-03-03T15:40:15.273794Z,283180395.3850024,131057266.77070849,21.588,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,21.588,http://www.speedtest.net/result/17446557592.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-65,-11,-35,12,7,-250,-,"+QENG: ""NR5G-NSA""",242,02,376,-89,27,-11,647424,78,12,1
2025-03-03T15:45:41.307000Z,286534539.3298735,94989432.1206104,21.252,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,21.252,http://www.speedtest.net/result/17446578963.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-11,-34,14,12,-70,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,28,-11,647424,78,12,1
2025-03-03T15:51:08.313253Z,315975315.64968365,130536733.643238,20.236,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,20.236,http://www.speedtest.net/result/17446599396.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-12,-34,11,10,-290,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,28,-11,647424,78,12,1
2025-03-03T15:56:34.005744Z,443375300.40124124,127257037.82577401,22.236,59.9494,10.7564,Oslo,Norway,Telenor Norge AS,12919,22.236,http://www.speedtest.net/result/17446619981.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-12,-34,9,8,-280,-,"+QENG: ""NR5G-NSA""",242,02,376,-89,28,-11,647424,78,12,1
2025-03-03T16:01:57.491271Z,264176751.69335687,126615411.83241756,21.24,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,21.24,http://www.speedtest.net/result/17446640985.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-11,-33,12,7,-50,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,28,-11,647424,78,12,1
2025-03-03T16:07:22.816506Z,330244446.5792374,130057283.60886359,21.921,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,21.921,http://www.speedtest.net/result/17446661332.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-11,-32,9,9,-310,-,"+QENG: ""NR5G-NSA""",242,02,376,-92,28,-11,647424,78,12,1
2025-03-03T16:12:47.937797Z,322514772.5184961,6219355.513472014,26.603,63.4305,10.3951,Trondheim,Norway,Sikt - Uninett,25057,26.603,http://www.speedtest.net/result/17446682728.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-11,-36,10,10,-110,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,27,-11,647424,78,12,1
2025-03-03T16:18:23.435901Z,287139029.2221223,126357312.6783044,22.426,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,22.426,http://www.speedtest.net/result/17446703508.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-65,-12,-32,11,10,-320,-,"+QENG: ""NR5G-NSA""",242,02,376,-91,28,-11,647424,78,12,1
2025-03-03T16:23:50.207566Z,325471034.7544554,122983874.44305822,22.559,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,22.559,http://www.speedtest.net/result/17446723951.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-11,-35,11,8,-300,-,"+QENG: ""NR5G-NSA""",242,02,376,-89,28,-11,647424,78,12,1
2025-03-03T16:29:16.342433Z,302805651.25436217,126828960.50870167,23.7,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,23.7,http://www.speedtest.net/result/17446744859.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-12,-33,10,7,-60,-,"+QENG: ""NR5G-NSA""",242,02,376,-91,28,-11,647424,78,12,1
2025-03-03T16:34:47.627107Z,276795578.1645559,93419896.16655715,21.588,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,21.588,http://www.speedtest.net/result/17446765635.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-12,-36,11,9,-70,-,"+QENG: ""NR5G-NSA""",242,02,376,-88,28,-11,647424,78,12,1
2025-03-03T16:40:14.100484Z,329925486.32018995,127035509.1176919,22.803,59.9494,10.7564,Oslo,Norway,Telenor Norge AS,12919,22.803,http://www.speedtest.net/result/17446786644.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-12,-28,14,7,-260,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,28,-11,647424,78,12,1
2025-03-03T16:45:41.013951Z,326592612.38380224,127101479.4002357,30.905,63.2906,9.0891,Kyrksæterøra,Norway,Sodvin AS,49292,30.905,http://www.speedtest.net/result/17446809485.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-65,-11,-35,12,7,-290,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,28,-11,647424,78,12,1
2025-03-03T16:51:11.558208Z,293168334.41678756,131397538.68006589,21.586,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,21.586,http://www.speedtest.net/result/17446830220.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-65,-11,-34,10,9,-,-,"+QENG: ""NR5G-NSA""",242,02,376,-91,28,-11,647424,78,12,1
2025-03-03T16:56:36.749085Z,269419758.7176126,110271732.36160329,22.917,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,22.917,http://www.speedtest.net/result/17446851167.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-12,-31,9,5,-280,-,"+QENG: ""NR5G-NSA""",242,02,376,-89,28,-11,647424,78,12,1
2025-03-03T17:02:03.125941Z,326144071.8596614,83963727.81110434,31.991,64.0150,11.4953,Steinkjer,Norway,NTE Telekom A/S,19080,31.991,http://www.speedtest.net/result/17446872706.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-65,-11,-34,13,7,-60,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,28,-11,647424,78,12,1
2025-03-03T17:07:30.530691Z,339768741.4375068,131826418.50325593,26.388,59.9494,10.7564,Oslo,Norway,Telenor Norge AS,12919,26.388,http://www.speedtest.net/result/17446893437.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-65,-11,-35,9,8,-290,-,"+QENG: ""NR5G-NSA""",242,02,376,-90,28,-11,647424,78,12,1
