timestamp,download,upload,ping,server_lat,server_lon,server_name,server_country,server_sponsor,server_id,server_latency,share_url,client_lat,client_lon,servingcell,is_tdd,LTE_MCC,LTE_MNC,LTE_cellID,LTE_PCID,LTE_ARFCN,freq_band_ind,UL_bandwidth,DL_bandwidth,LTE_TAC,LTE_RSRP,LTE_RSRQ,LTE_RSSI,LTE_SINR,LTE_CQI,LTE_tx_power,srxlev,5G cell,5G_MCC,5G_MNC,5G_PCID,5G_RSRP,5G_SINR,5G_RSRQ,5G_ARFCN,5G_band,,
2025-02-27T14:50:26.484230Z,380421651.56636083,82814235.16349807,29.926,63.2906,9.0891,Kyrksæterøra,Norway,Sodvin AS,49292,29.926,http://www.speedtest.net/result/17431039839.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-68,-14,-36,11,7,-290,-,"+QENG: ""NR5G-NSA""",242,02,376,-92,26,-11,647424,78,12,1
2025-02-27T14:55:51.546051Z,310943650.3746871,111879396.73620188,27.365,61.2298,7.1005,Sogndal,Norway,Sognenett AS,16182,27.365,http://www.speedtest.net/result/17431063577.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-69,-14,-28,10,8,-20,-,"+QENG: ""NR5G-NSA""",242,02,376,-93,26,-12,647424,78,12,1
2025-02-27T15:01:18.271412Z,328107293.05815595,109021353.75230765,28.911,63.2906,9.0891,Kyrksæterøra,Norway,Sodvin AS,49292,28.911,http://www.speedtest.net/result/17431087834.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-69,-15,-31,9,4,30,-,"+QENG: ""NR5G-NSA""",242,02,376,-93,26,-11,647424,78,12,1
2025-02-27T15:06:45.486951Z,316363955.9190429,99281818.4332342,25.588,59.9494,10.7564,Oslo,Norway,Iver Norge AS,18316,25.588,http://www.speedtest.net/result/17431110978.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-68,-14,-33,10,9,-30,-,"+QENG: ""NR5G-NSA""",242,02,376,-91,27,-11,647424,78,12,1
2025-02-27T15:12:12.267138Z,405617483.8906587,117871504.57033658,33.892,59.9494,10.7564,Oslo,Norway,Broadnet,11787,33.892,http://www.speedtest.net/result/17431135420.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-69,-14,-36,11,9,-370,-,"+QENG: ""NR5G-NSA""",242,02,376,-91,27,-11,647424,78,12,1
2025-02-27T15:17:37.682392Z,342801239.15447295,114266527.9281103,29.881,59.9494,10.7564,Oslo,Norway,Broadnet,11787,29.881,http://www.speedtest.net/result/17431159153.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-70,-15,-34,11,13,-330,-,"+QENG: ""NR5G-NSA""",242,02,376,-92,27,-11,647424,78,12,1
2025-02-27T15:23:04.536092Z,382793092.45083004,106482913.36445387,27.583,59.9494,10.7564,Oslo,Norway,Iver Norge AS,18316,27.583,http://www.speedtest.net/result/17431182454.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-69,-15,-31,10,12,-340,-,"+QENG: ""NR5G-NSA""",242,02,376,-91,27,-11,647424,78,12,1
2025-02-27T15:28:29.471467Z,300741273.08492225,108350746.50969236,25.923,59.9494,10.7564,Oslo,Norway,Telia Norge AS,31861,25.923,http://www.speedtest.net/result/17431206358.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-68,-15,-33,10,13,-320,-,"+QENG: ""NR5G-NSA""",242,02,376,-91,27,-11,647424,78,12,1
2025-02-27T15:33:55.822051Z,319680545.0956028,104096432.42088494,24.576,59.9494,10.7564,Oslo,Norway,Iver Norge AS,18316,24.576,http://www.speedtest.net/result/17431229430.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-69,-15,-34,10,10,-340,-,"+QENG: ""NR5G-NSA""",242,02,376,-91,26,-11,647424,78,12,1
2025-02-27T15:39:22.257747Z,325590475.19430274,114515315.00170563,24.597,59.9494,10.7564,Oslo,Norway,Telia Norge AS,31861,24.597,http://www.speedtest.net/result/17431252692.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,1EBAB1F,302,1650,3,5,5,901,-68,-15,-34,9,10,-290,-,"+QENG: ""NR5G-NSA""",242,02,376,-89,27,-11,647424,78,12,1
