timestamp,download,upload,ping,server_lat,server_lon,server_name,server_country,server_sponsor,server_id,server_latency,share_url,client_lat,client_lon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-06T19:24:21.832271Z,253195659.44747192,92220152.46803829,21.927,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,21.927,http://www.speedtest.net/result/17460130452.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-12,-34,12,8,110,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T19:29:47.955778Z,222222211.6510663,111596318.93157896,21.244,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,21.244,http://www.speedtest.net/result/17460149081.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-13,-32,10,11,150,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T19:35:13.666353Z,358801324.60223246,107215405.45965223,25.92,59.9494,10.7564,Oslo,Norway,Iver Norge AS,18316,25.92,http://www.speedtest.net/result/17460167760.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-12,-33,10,9,-310,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T19:40:39.647535Z,232615667.60006133,107534689.86106117,48.488,61.4302,21.8750,Ulvila,Finland,Verne Finland,42691,48.488,http://www.speedtest.net/result/17460186655.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-13,-34,9,7,-70,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T19:46:20.629058Z,229543970.07416466,109589877.75463064,45.111,61.4302,21.8750,Ulvila,Finland,Verne Finland,42691,45.111,http://www.speedtest.net/result/17460205443.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-12,-34,15,8,-40,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T19:51:50.882576Z,309314019.22238874,112625014.48468839,36.487,62.4778,6.1903,Alesund,Norway,Nordvest Fiber,4039,36.487,http://www.speedtest.net/result/17460223732.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-12,-36,11,7,-50,-,"+QENG: ""NR5G-NSA""",242,02,376,-80,30,-11,647424,78,12,1
2025-03-06T19:57:21.170275Z,342421773.1668477,105689750.1093416,26.469,59.9494,10.7564,Oslo,Norway,Telenor Norge AS,12919,26.469,http://www.speedtest.net/result/17460241728.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-66,-13,-32,9,9,-,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T20:02:47.093263Z,270037957.08209693,119597101.09105118,24.014,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,24.014,http://www.speedtest.net/result/17460260525.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-12,-34,10,7,-310,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T20:08:16.939267Z,314778694.84925103,105315372.60861364,23.817,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,23.817,http://www.speedtest.net/result/17460278278.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-12,-36,13,9,-70,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T20:13:48.616601Z,312084192.6852515,126761975.06353436,22.346,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,22.346,http://www.speedtest.net/result/17460296575.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-11,-36,11,10,-60,-,"+QENG: ""NR5G-NSA""",242,02,376,-80,30,-11,647424,78,12,1
2025-03-06T20:19:14.719226Z,307359344.5166684,128090575.6190861,22.083,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,22.083,http://www.speedtest.net/result/17460314395.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-12,-34,13,7,-80,-,"+QENG: ""NR5G-NSA""",242,02,376,-80,30,-11,647424,78,12,1
2025-03-06T20:24:49.506385Z,289045507.601573,116377651.25554523,22.255,59.8848,11.5694,Bjørkelangen,Norway,VEV,56503,22.255,http://www.speedtest.net/result/17460331264.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-12,-33,11,8,-340,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T20:30:15.637817Z,275533712.7488077,124694178.65010881,21.966,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,21.966,http://www.speedtest.net/result/17460347818.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-11,-36,12,8,-290,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
2025-03-06T20:35:42.057947Z,286754539.9993564,125905122.45357627,22.589,59.8848,11.5694,Bjørkelangen,Norway,VEV,56503,22.589,http://www.speedtest.net/result/17460364433.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-12,-34,10,4,-280,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,29,-11,647424,78,12,1
2025-03-06T20:41:07.935666Z,297586590.3729288,95487863.28194712,24.202,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,24.202,http://www.speedtest.net/result/17460380800.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-11,-36,12,9,-70,-,"+QENG: ""NR5G-NSA""",242,02,376,-80,30,-11,647424,78,12,1
2025-03-06T20:46:34.479996Z,344636983.2734292,128432517.30000295,21.919,59.9494,10.7564,Oslo,Norway,Sikt - Uninett,64688,21.919,http://www.speedtest.net/result/17460397504.png,59.9452,10.7559,"+QENG: ""LTE""","""FDD""",242,02,5AABE1F,349,1650,3,5,5,901,-67,-12,-34,10,7,-290,-,"+QENG: ""NR5G-NSA""",242,02,376,-79,30,-11,647424,78,12,1
